technique,Action,Phase,Phase2,Phase3,platforms,groups.1,groups.2,groups.3,groups.4,groups.5,groups.6,groups.7,groups.8,groups.9,groups.10,groups.11,groups.12,groups.13,groups.14,groups.15,groups.16,groups.17,groups.18,groups.19,groups.20,groups.21,groups.22,groups.23,groups.24,groups.25,groups.26,groups.27,groups.28,groups.29,groups.30,groups.31,groups.32,groups.33,groups.34,groups.35,groups.36,groups.37,groups.38,groups.39,groups.40,groups.41,groups.42,groups.43,groups.44,groups.45,groups.46,groups.47,groups.48,groups.49,groups.50,groups.51,groups.52,groups.53,groups.54,groups.55,groups.56,groups.57,groups.58,groups.59,groups.60,groups.61,groups.62,groups.63,groups.64,groups.65,groups.66,groups.67,groups.68,groups.69,groups.70,groups.71,groups.72,groups.73,groups.74,groups.75,groups.76,groups.77,groups.78,groups.79,groups.80,groups.81,groups.82,groups.83,groups.84,groups.85,groups.86,data_sources,mitigations,Stealth,Noise2
T1114.003,Email Forwarding Rule,collection,,,Linux|Office Suite|Windows|macOS,G0094,G0122,G1004,G1015,G1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1041|M1042|M1047|M1060,5,5
T1074,Data Staged,collection,,,ESXi|IaaS|Linux|Windows|macOS,G0102,G1015,G1017,G1032,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1649,Steal or Forge Authentication Certificates,credential-access,,,Identity Provider|Linux|Windows|macOS,G0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1015|M1041|M1042|M1047,5,5
T1098.005,Device Registration,persistence,privilege-escalation,,Identity Provider|Windows,G0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1032,5,5
T1049,System Network Connections Discovery,discovery,,,ESXi|IaaS|Linux|Network Devices|Windows|macOS,G0004,G0006,G0010,G0018,G0022,G0027,G0030,G0032,G0033,G0034,G0045,G0049,G0050,G0059,G0069,G0081,G0082,G0093,G0096,G0114,G0129,G0135,G0138,G0139,G1001,G1006,G1016,G1017,G1022,G1023,G1032,G1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1584,Compromise Infrastructure,resource-development,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1553.005,Mark-of-the-Web Bypass,defense-impairment,,,Windows,G0016,G0082,G0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042,5,5
T1600.002,Disable Crypto Hardware,defense-impairment,,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1542,Pre-OS Boot,persistence,stealth,,Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1035|M1046|M1047|M1051,3,7
T1064,Scripting,execution,stealth,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1612,Build Image on Host,stealth,,,Containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1030|M1035|M1047,3,7
T1051,Shared Webroot,lateral-movement,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1055.002,Portable Executable Injection,privilege-escalation,stealth,,Windows,G0078,G0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040,3,7
T1218.012,Verclsid,stealth,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1037|M1038|M1042,3,7
T1586,Compromise Accounts,resource-development,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1569.001,Launchctl,execution,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018,5,5
T1584.005,Botnet,resource-development,,,PRE,G0001,G0034,G0099,G0125,G1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1059.008,Network Device CLI,execution,,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026|M1038,5,5
T1552.003,Shell History,credential-access,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1028,5,5
T1562.010,Downgrade Attack,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1559.003,XPC Services,execution,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013,8,2
T1497,Virtualization/Sandbox Evasion,discovery,stealth,,Linux|Windows|macOS,G0012,G1031,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1102,Web Service,command-and-control,,,ESXi|Linux|Windows|macOS,G0010,G0037,G0047,G0050,G0061,G0100,G0106,G0117,G0129,G0139,G0140,G1011,G1039,G1044,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021|M1031,8,2
T1552.001,Credentials In Files,credential-access,,,Containers|IaaS|Linux|Windows|macOS,G0022,G0049,G0064,G0069,G0077,G0092,G0094,G0117,G0119,G0139,G1003,G1015,G1016,G1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1022|M1027|M1047,5,5
T1568.003,DNS Calculation,command-and-control,,,ESXi|Linux|Windows|macOS,G0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1218.005,Mshta,stealth,,,Windows,G0016,G0032,G0046,G0047,G0050,G0069,G0082,G0094,G0100,G0121,G0127,G0129,G0140,G0142,G1006,G1008,G1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042,3,7
T1547.015,Login Items,persistence,privilege-escalation,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1608,Stage Capabilities,resource-development,,,PRE,G0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1608.005,Link Target,resource-development,,,PRE,G0046,G0122,G1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1104,Multi-Stage Channels,command-and-control,,,ESXi|Linux|Windows|macOS,G0022,G0032,G0069,G0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031,5,5
T1657,Financial Theft,impact,,,Linux|Office Suite|SaaS|Windows|macOS,G0083,G0094,G1015,G1016,G1021,G1024,G1026,G1032,G1040,G1049,G1050,G1051,G1052,G1053,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018,5,5
T1480,Execution Guardrails,stealth,,,ESXi|Linux|Windows|macOS,G0047,G0099,G1043,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1055,3,7
T1619,Cloud Storage Object Discovery,discovery,,,IaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018,5,5
T1606.001,Web Cookies,credential-access,,,IaaS|Linux|SaaS|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1047|M1054,5,5
T1654,Log Enumeration,discovery,,,ESXi|IaaS|Linux|Windows|macOS,G0129,G0143,G1003,G1017,G1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018,5,5
T1134.001,Token Impersonation/Theft,privilege-escalation,stealth,,Windows,G0007,G0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026,3,7
T1567.001,Exfiltration to Code Repository,exfiltration,,,ESXi|Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021,5,5
T1021.007,Cloud Services,lateral-movement,,,IaaS|Identity Provider|Office Suite|SaaS,G0016,G1015,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1032,8,2
T1205.001,Port Knocking,command-and-control,persistence,stealth,Linux|Network Devices|Windows|macOS,G0056,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1037,3,7
T1027.012,LNK Icon Smuggling,stealth,,,Windows,G0047,G0094,G0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040|M1049,3,7
T1583.006,Web Services,resource-development,,,PRE,G0007,G0010,G0016,G0025,G0032,G0046,G0047,G0050,G0059,G0069,G0094,G0099,G0125,G0128,G0129,G0136,G0140,G0142,G1005,G1006,G1018,G1031,G1038,G1051,G1052,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,8,2
T1528,Steal Application Access Token,credential-access,,,Containers|IaaS|Identity Provider|Office Suite|SaaS,G0007,G0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018|M1021|M1047,5,5
T1598.002,Spearphishing Attachment,reconnaissance,,,PRE,G0035,G0121,G1008,G1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1054,7,3
T1098.001,Additional Cloud Credentials,persistence,privilege-escalation,,IaaS|Identity Provider|SaaS,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026|M1030|M1032|M1042,5,5
T1204,User Execution,execution,,,Containers|IaaS|Linux|Windows|macOS,G1004,G1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1021|M1031|M1033|M1038|M1040,5,5
T1491.001,Internal Defacement,impact,,,ESXi|Linux|Windows|macOS,G0032,G0047,G1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1053,5,5
T1564.002,Hidden Users,stealth,,,Linux|Windows|macOS,G0035,G0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1028,2,8
T1134.003,Make and Impersonate Token,privilege-escalation,stealth,,Windows,G1016,G1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026,3,7
T1552.006,Group Policy Preferences,credential-access,,,Windows,G0064,G0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1015|M1047|M1051,5,5
T1196,Control Panel Items,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,,,ESXi|Linux|Windows|macOS,G0007,G1012,G1046,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1030|M1031|M1037|M1057,5,5
T1087.004,Cloud Account,discovery,,,IaaS|Identity Provider|Office Suite|SaaS,G0016,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047,5,5
T1683.002,Audio-Visual Content,resource-development,,,PRE,G0099,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1057,Process Discovery,discovery,,,ESXi|Linux|Network Devices|Windows|macOS,G0004,G0006,G0007,G0009,G0010,G0012,G0021,G0022,G0032,G0033,G0038,G0044,G0046,G0047,G0049,G0059,G0067,G0069,G0081,G0082,G0094,G0100,G0106,G0112,G0114,G0121,G0125,G0126,G0129,G0138,G0139,G1001,G1006,G1017,G1022,G1023,G1040,G1048,G1051,G1053,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1562.003,Impair Command History Logging,stealth,,,ESXi|Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1053.004,Launchd,execution,persistence,privilege-escalation,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1556.008,Network Provider DLL,credential-access,defense-impairment,persistence,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1024|M1028|M1047,5,5
T1546.003,Windows Management Instrumentation Event Subscription,persistence,privilege-escalation,,Windows,G0010,G0016,G0061,G0064,G0065,G0075,G0108,G0129,G1001,G1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026|M1040,5,5
T1596.004,CDNs,reconnaissance,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1497.002,User Activity Based Checks,discovery,stealth,,Linux|Windows|macOS,G0012,G0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1141,Input Prompt,credential-access,,,Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1496.004,Cloud Service Hijacking,impact,,,SaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2
T1585.003,Cloud Accounts,resource-development,,,PRE,G1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1072,Software Deployment Tools,execution,lateral-movement,,Linux|Network Devices|SaaS|Windows|macOS,G0028,G0034,G0050,G0091,G0129,G1051,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1015|M1017|M1018|M1026|M1027|M1029|M1030|M1032|M1033|M1051,5,5
T1041,Exfiltration Over C2 Channel,exfiltration,,,ESXi|Linux|Windows|macOS,G0004,G0022,G0032,G0034,G0038,G0047,G0050,G0065,G0069,G0087,G0090,G0093,G0094,G0102,G0114,G0126,G0128,G0129,G0142,G1012,G1014,G1015,G1030,G1035,G1043,G1052,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031|M1057,5,5
T1134.004,Parent PID Spoofing,privilege-escalation,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1591,Gather Victim Org Information,reconnaissance,,,PRE,G0007,G0032,G0046,G0094,G1017,G1036,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1060,Registry Run Keys / Startup Folder,persistence,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1606,Forge Web Credentials,credential-access,,,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026|M1047|M1054,5,5
T1621,Multi-Factor Authentication Request Generation,credential-access,,,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,G0016,G1004,G1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1032|M1036,5,5
T1554,Compromise Host Software Binary,persistence,,,ESXi|Linux|Windows|macOS,G1023,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1045,5,5
T1552.008,Chat Messages,credential-access,,,Office Suite|SaaS,G1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1047,5,5
T1059.001,PowerShell,execution,,,Windows,G0007,G0009,G0010,G0016,G0021,G0022,G0027,G0032,G0033,G0034,G0035,G0037,G0038,G0040,G0045,G0046,G0047,G0049,G0050,G0051,G0052,G0059,G0060,G0061,G0062,G0064,G0065,G0069,G0073,G0076,G0078,G0079,G0080,G0082,G0084,G0087,G0090,G0091,G0092,G0093,G0094,G0096,G0099,G0100,G0102,G0105,G0108,G0114,G0115,G0117,G0119,G0121,G0125,G0129,G0131,G0133,G0139,G0140,G0142,G0143,G1001,G1003,G1006,G1012,G1015,G1016,G1017,G1018,G1019,G1021,G1022,G1023,G1024,G1031,G1034,G1035,G1039,G1040,G1043,G1044,G1046,G1048,G1051,G1053,G1055,,,M1026|M1038|M1042|M1045|M1049,5,5
T1023,Shortcut Modification,persistence,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1546.001,Change Default File Association,persistence,privilege-escalation,,Windows,G0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1055.014,VDSO Hijacking,privilege-escalation,stealth,,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040,3,7
T1026,Multiband Communication,command-and-control,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1071.002,File Transfer Protocols,command-and-control,,,ESXi|Linux|Network Devices|Windows|macOS,G0035,G0083,G0094,G0096,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031|M1037,5,5
T1679,Selective Exclusion,stealth,,,Windows,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1122,Component Object Model Hijacking,persistence,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1015,Accessibility Features,persistence,privilege-escalation,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1212,Exploitation for Credential Access,credential-access,,,Identity Provider|Linux|Windows|macOS,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013|M1019|M1048|M1050|M1051,5,5
T1546.014,Emond,persistence,privilege-escalation,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1042,5,5
T1102.003,One-Way Communication,command-and-control,,,ESXi|Linux|Windows|macOS,G0047,G0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021|M1031,5,5
T1590,Gather Victim Network Information,reconnaissance,,,PRE,G0119,G0125,G1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1210,Exploitation of Remote Services,lateral-movement,,,ESXi|Linux|Windows|macOS,G0007,G0027,G0035,G0045,G0046,G0069,G0102,G0117,G0131,G1003,G1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1016|M1019|M1026|M1030|M1042|M1048|M1050|M1051,8,2
T1502,Parent PID Spoofing,privilege-escalation,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1142,Keychain,credential-access,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1534,Internal Spearphishing,lateral-movement,,,Linux|Office Suite|SaaS|Windows|macOS,G0047,G0065,G0069,G0094,G0099,G1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3
T1169,Sudo,privilege-escalation,,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1574.010,Services File Permissions Weakness,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047|M1052,8,2
